AQI,CO2,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3
1,,233.65,0.0,2.68,51.5,0.21,3.81,5.56,0.78
1,,273.71,0.02,22.62,25.39,2.83,4.27,7.75,1.49
1,,226.97,0.0,6.26,47.21,1.1,1.77,2.63,1.3
2,,236.99,0.0,5.23,72.96,1.49,1.76,3.13,1.49
1,,181.91,0.0,3.38,34.69,0.32,5.87,7.32,2.0
1,,183.58,0.01,4.11,22.71,0.18,4.97,7.12,1.3
1,,240.33,0.0,1.97,50.78,0.14,7.19,10.28,0.76
2,,283.72,0.01,11.14,22.17,0.57,12.99,14.34,0.46
2,,220.3,0.0,2.91,25.03,0.18,15.79,21.23,0.73
1,,257.02,0.0,9.25,28.61,0.37,3.27,3.92,0.64
1,,243.66,0.0,4.71,49.35,0.53,4.83,5.61,0.78
1,,247.0,0.0,22.28,44.35,3.93,3.41,8.89,2.63
1,,223.64,0.0,2.87,43.63,0.15,4.97,6.11,0.5
2,,267.03,0.0,3.0,46.49,0.35,11.71,12.94,1.65
1,,250.34,0.0,6.34,47.92,1.07,8.29,9.04,0.52
1,,223.64,0.0,1.78,40.77,0.12,7.83,11.02,0.5
1,,195.27,0.0,2.66,31.11,0.17,5.09,7.22,0.95
2,,175.24,0.0,2.44,60.8,0.16,2.77,4.1,3.45
2,,313.76,0.0,6.08,45.06,0.66,23.4,26.52,1.0
2,,223.64,0.0,1.65,67.95,0.19,2.23,4.87,0.79
1,,247.0,0.0,6.08,43.99,0.65,5.38,6.05,0.93
1,,247.0,0.0,8.31,40.77,1.68,5.64,6.52,0.77
1,,196.93,0.0,1.82,51.5,0.13,8.02,9.72,1.24
2,,250.34,0.0,8.23,57.94,0.62,14.15,16.79,3.04
1,,247.0,0.0,2.79,43.27,0.35,8.76,12.73,1.05
1,,277.04,0.02,24.33,39.34,4.29,4.55,9.09,1.35
1,,233.65,0.0,2.14,45.06,0.14,5.92,8.69,0.56
1,,226.97,0.0,2.42,37.19,0.19,9.79,13.1,0.49
1,,226.97,0.0,1.86,50.78,0.14,6.11,9.35,0.59
1,,240.33,0.0,4.41,53.64,0.53,4.87,5.48,0.92
2,,223.64,0.0,5.83,74.39,0.51,1.64,7.14,1.84
2,,467.3,0.05,34.27,11.8,5.31,19.0,21.98,2.12
1,,253.68,0.0,7.2,43.27,0.25,1.61,2.93,4.18
1,,257.02,0.0,33.93,37.91,3.04,2.39,8.06,2.5
1,,260.35,0.0,7.97,47.92,0.27,1.75,3.29,1.44
2,,263.69,0.0,2.27,80.11,0.75,21.76,24.63,0.93
2,,220.3,0.0,2.96,30.4,0.23,12.91,16.68,0.43
2,,337.12,0.0,10.2,43.27,0.88,17.98,18.82,2.88
1,,243.66,0.0,8.91,36.48,0.22,2.11,4.45,12.03
1,,200.27,0.0,1.97,48.64,0.14,8.79,10.74,0.59
2,,210.29,0.0,2.44,28.25,0.15,13.9,17.7,0.54
2,,230.31,0.0,12.85,61.51,1.97,3.12,9.23,2.28
1,,267.03,0.01,10.97,33.62,0.06,5.01,9.07,0.96
2,,220.3,0.0,3.26,31.83,0.28,14.13,16.65,0.45
1,,240.33,0.0,6.0,43.63,0.66,4.9,5.58,0.82
1,,303.75,0.07,31.53,8.94,3.49,5.98,8.8,1.22
1,,205.28,0.0,1.39,54.36,0.31,8.2,10.13,0.63
1,,233.65,0.0,2.4,47.21,0.18,5.73,8.24,0.7
2,,303.75,0.0,9.51,32.54,0.76,16.53,18.33,0.74
1,,185.25,0.0,3.51,52.21,0.28,7.78,10.84,3.23
2,,226.97,0.0,2.46,47.21,0.74,12.74,19.41,0.14
2,,240.33,0.0,5.4,60.8,1.55,1.69,2.46,0.69
1,,240.33,0.0,4.2,53.64,0.15,0.95,1.96,2.15
2,,223.64,0.0,0.96,83.69,0.24,0.52,1.72,1.55
1,,191.93,0.02,4.5,20.39,0.31,4.47,6.31,1.52
1,,270.37,0.0,7.28,36.84,0.65,9.97,11.37,0.81
2,,223.64,0.0,1.5,74.39,0.64,0.61,2.01,0.77
2,,200.27,0.0,2.06,23.6,0.07,11.44,14.64,0.56
2,,267.03,0.0,7.28,40.77,0.82,14.33,21.82,0.89
1,,193.6,0.0,5.91,25.75,0.6,7.7,11.76,6.84
2,,176.91,0.0,2.12,70.1,0.15,2.52,3.45,3.29
2,,290.39,0.0,6.17,30.4,0.48,17.35,20.22,3.1
1,,236.99,0.22,11.65,9.48,0.32,6.12,7.82,1.11
1,,290.39,0.03,14.4,23.96,2.53,9.54,12.43,6.46
2,,257.02,0.0,2.96,75.1,0.83,16.02,18.46,1.2
1,,247.0,0.0,6.0,44.35,1.18,6.59,7.29,0.78
1,,233.65,0.0,2.49,47.21,0.18,4.83,6.69,0.63
1,,243.66,0.0,6.08,48.64,1.21,5.97,6.72,0.59
2,,337.12,0.0,10.2,43.27,0.88,17.98,18.82,2.88
2,,330.45,0.0,12.85,27.9,1.19,17.74,21.12,0.79
1,,213.62,0.01,6.0,26.11,0.34,8.62,11.83,1.88
1,,226.97,0.0,2.96,38.98,0.25,7.35,10.82,0.6
1,,347.14,0.01,18.34,32.54,0.53,5.85,8.04,2.34
1,,253.68,0.0,7.2,43.27,0.25,1.61,2.93,4.18
1,,293.73,0.0,24.33,35.05,1.01,5.06,7.52,25.59
1,,250.34,0.0,9.0,37.91,0.2,2.0,3.9,4.94
1,,247.0,0.01,9.17,33.26,0.14,1.64,3.3,3.04
1,,267.03,0.0,8.65,35.05,0.66,9.72,10.59,0.48
2,,230.31,0.0,3.6,69.38,1.12,1.49,2.94,1.14
1,,240.33,0.0,4.93,46.49,0.79,8.13,8.96,1.46
1,,226.97,0.0,2.53,57.22,0.21,2.88,4.77,1.03
1,,213.62,0.0,6.26,27.54,0.28,7.46,11.21,0.51
2,,223.64,0.0,0.62,90.12,0.42,0.63,2.61,0.02
1,,185.25,0.0,1.67,47.21,0.14,4.2,8.16,2.15
2,,213.62,0.0,1.76,71.53,0.4,7.36,8.97,1.63
1,,250.34,0.0,7.97,33.62,0.43,3.95,4.8,0.49
2,,223.64,0.0,8.48,76.53,1.21,6.39,6.92,6.08
1,,250.34,0.0,13.37,27.54,1.13,2.95,4.86,1.36
1,,253.68,0.01,11.48,15.74,0.73,6.29,7.23,0.42
1,,247.0,0.0,5.23,52.21,0.6,4.34,5.52,0.88
1,,260.35,0.0,11.14,38.98,0.47,2.55,4.56,10.89
1,,250.34,0.0,7.8,41.13,1.46,7.5,8.33,0.56
1,,243.66,0.0,4.97,54.36,0.2,1.01,1.99,1.62
2,,273.71,0.0,3.77,57.94,0.58,24.23,27.23,0.6
1,,230.31,0.0,1.97,58.65,0.2,3.08,4.82,0.49
2,,223.64,0.0,0.87,78.68,0.32,0.58,2.05,0.57
1,,250.34,0.0,11.48,33.62,0.36,2.76,5.02,4.24
1,,243.66,0.0,8.91,40.77,0.44,1.47,2.61,2.44
3,,323.77,0.02,12.51,18.24,0.57,29.8,34.13,0.98
2,,233.65,0.0,3.0,62.94,0.34,2.6,4.73,0.89
2,,263.69,0.0,2.91,44.7,0.29,12.9,14.05,1.57
1,,190.26,0.0,3.81,46.49,0.54,4.12,5.38,6.65
2,,297.07,0.07,14.22,14.48,1.77,23.18,26.21,5.0
1,,267.03,0.0,5.48,41.13,0.51,9.22,10.97,0.91
1,,233.65,0.0,3.64,43.27,0.22,5.64,6.34,0.75
1,,243.66,0.0,4.71,49.35,0.53,4.83,5.61,0.78
1,,260.35,0.0,8.14,46.49,0.28,1.83,3.31,1.69
2,,270.37,0.0,4.8,30.04,0.51,20.34,24.24,0.73
1,,257.02,0.0,6.26,57.22,0.39,1.51,2.5,1.87
1,,236.99,0.01,16.28,36.12,0.35,1.7,5.29,4.18
1,,226.97,0.0,2.91,59.37,0.14,0.71,1.75,3.48
2,,226.97,0.0,0.66,85.12,0.33,0.64,2.46,0.52
2,,213.62,0.0,1.99,67.23,0.41,7.29,10.27,1.31
1,,230.31,0.01,12.34,22.89,0.24,3.89,4.93,1.92
1,,263.69,0.0,7.71,52.93,0.37,1.96,3.02,2.28
1,,186.92,0.0,4.8,25.39,0.21,4.07,5.7,1.93
1,,253.68,0.01,11.48,15.74,0.73,6.29,7.23,0.42
1,,230.31,0.0,2.57,55.08,0.19,3.39,4.58,0.63
2,,226.97,0.0,0.66,85.12,0.33,0.64,2.46,0.52
1,,257.02,0.01,31.53,37.19,1.1,2.05,7.55,1.96
1,,257.02,0.0,6.43,39.34,1.07,8.18,9.05,1.0
1,,247.0,0.01,9.17,33.26,0.14,1.64,3.3,3.04
1,,226.97,0.0,11.48,58.65,0.45,1.54,6.76,2.95
1,,270.37,0.0,9.43,48.64,0.38,2.05,3.17,1.68
1,,243.66,0.0,9.08,52.21,0.69,2.41,5.61,1.11
2,,270.37,0.12,42.5,26.46,3.1,2.52,7.88,2.34
2,,213.62,0.0,8.14,48.64,1.07,10.26,13.09,2.44
1,,260.35,0.0,9.34,37.91,0.16,1.74,3.11,2.34
1,,230.31,0.0,12.17,39.7,0.3,1.42,5.17,3.64
1,,201.94,0.0,2.46,45.42,0.29,8.27,9.55,0.52
2,,226.97,0.0,2.29,35.41,0.14,11.51,15.06,0.33
1,,223.64,0.0,5.48,43.63,0.57,1.8,2.38,1.08
2,,220.3,0.0,4.28,27.18,0.22,13.68,17.3,0.66
1,,193.6,0.0,6.34,26.46,0.25,5.33,6.71,1.22
2,,230.31,0.0,1.56,49.35,0.17,10.27,15.42,0.66
2,,223.64,0.0,1.99,64.37,0.24,0.57,1.53,2.5
1,,267.03,0.0,12.0,47.92,1.74,4.07,8.03,1.39
1,,193.6,0.0,5.91,25.75,0.6,7.7,11.76,6.84
1,,287.06,0.01,14.4,32.9,0.49,3.05,4.46,3.64
1,,208.62,0.0,4.28,54.36,0.23,3.29,5.47,0.34
1,,205.28,0.0,1.52,52.93,0.35,8.75,10.45,0.5
1,,257.02,0.0,6.68,58.65,0.43,2.32,4.29,2.57
1,,303.75,0.07,31.53,8.94,3.49,5.98,8.8,1.22
2,,173.57,0.0,2.61,65.8,0.19,2.86,3.78,5.38
1,,233.65,0.0,1.8,54.36,0.13,7.81,12.08,0.76
1,,263.69,0.0,8.57,30.76,0.97,7.7,8.75,1.08
2,,267.03,0.0,2.79,72.24,0.71,24.31,27.31,0.79
2,,226.97,0.0,1.89,81.54,0.53,0.63,1.95,1.63
2,,223.64,0.0,0.59,83.69,0.29,0.57,2.28,0.72
1,,190.26,0.0,2.74,46.49,0.24,5.93,6.29,1.93
3,,230.31,0.01,5.18,20.03,0.25,27.38,33.38,1.39
2,,233.65,0.0,1.5,90.12,0.88,11.85,14.37,0.9
1,,193.6,0.0,2.12,40.77,0.14,7.08,7.95,0.37
1,,243.66,0.0,14.22,55.08,1.16,2.64,7.64,3.52
1,,303.75,0.0,13.37,51.5,0.9,2.82,4.84,1.12
1,,175.24,0.0,3.26,56.51,0.83,7.03,8.55,5.19
2,,380.52,0.25,33.93,8.67,6.62,21.98,26.59,2.88
2,,230.31,0.0,1.46,83.69,0.48,0.51,1.43,0.56
1,,243.66,0.0,6.17,42.92,1.27,6.57,7.25,0.77
1,,273.71,0.01,11.48,31.11,0.19,2.6,4.3,2.09
1,,253.68,0.0,8.14,43.63,1.59,7.15,8.03,0.59
2,,233.65,0.0,3.51,61.51,0.65,0.75,1.62,1.69
2,,260.35,0.0,3.43,65.8,0.82,11.83,14.3,0.74
1,,190.26,0.0,2.53,44.7,0.3,9.75,18.08,3.42
3,,327.11,0.0,14.22,32.9,2.09,34.91,39.84,1.52
2,,230.31,0.0,2.27,65.09,0.21,0.69,1.69,2.53
2,,230.31,0.0,5.06,75.82,1.91,1.24,2.65,0.74
1,,247.0,0.0,11.48,31.83,1.03,5.12,6.14,0.98
2,,223.64,0.03,5.23,13.59,0.34,15.08,18.39,2.91
2,,247.0,0.0,3.04,38.62,0.3,12.18,13.17,1.43
1,,176.91,0.0,2.66,30.4,0.06,3.24,4.57,0.32
3,,293.73,0.0,4.88,51.5,0.72,26.68,30.0,0.67
1,,236.99,0.0,5.91,42.56,0.14,1.17,2.62,5.0
1,,243.66,0.0,20.22,48.64,1.04,2.45,7.11,3.36
2,,233.65,0.0,3.21,61.51,0.3,2.73,4.46,1.28
2,,236.99,0.0,5.91,70.81,2.98,2.11,5.39,0.69
1,,213.62,0.0,2.38,31.11,0.08,7.79,11.55,0.74
3,,233.65,0.0,0.8,105.86,1.36,12.36,15.95,0.24
1,,243.66,0.0,10.28,33.98,0.76,4.24,5.06,1.16
2,,223.64,0.0,0.59,83.69,0.29,0.57,2.28,0.72
1,,247.0,0.0,9.34,36.84,2.27,5.66,6.61,0.75
1,,236.99,0.0,4.67,53.64,0.57,5.79,6.51,0.84
2,,220.3,0.0,2.23,52.21,0.3,12.69,15.13,0.58
1,,260.35,0.0,15.94,32.19,1.73,4.32,8.08,1.41
2,,220.3,0.0,1.5,67.95,0.47,0.5,0.79,0.57
2,,223.64,0.0,0.62,84.4,0.44,0.64,2.43,0.06
2,,283.72,0.01,11.14,22.17,0.57,12.99,14.34,0.46
1,,243.66,0.0,3.09,47.21,0.39,8.19,10.49,1.0
1,,233.65,0.0,3.26,45.42,0.28,6.59,8.6,0.72
2,,226.97,0.0,2.29,35.41,0.14,11.51,15.06,0.33
2,,170.23,0.0,2.16,65.8,0.16,2.35,2.72,3.36
2,,220.3,0.0,1.89,34.69,0.11,13.1,16.9,0.8
3,,327.11,0.0,14.22,32.9,2.09,34.91,39.84,1.52
1,,267.03,0.0,5.48,41.13,0.51,9.22,10.97,0.91
2,,220.3,0.0,2.53,31.11,0.17,13.46,17.15,0.49
1,,205.28,0.01,6.51,18.77,0.28,7.7,10.14,1.36
1,,267.03,0.0,5.31,36.12,0.33,8.96,10.62,2.44
2,,230.31,0.0,2.14,82.97,0.65,0.56,1.65,0.85
1,,223.64,0.0,2.36,48.64,0.12,4.04,5.54,0.53
1,,230.31,0.0,1.97,55.79,0.18,4.22,6.43,0.55
1,,240.33,0.0,4.03,49.35,0.38,4.63,5.52,0.73
1,,287.06,0.0,10.8,45.78,0.61,3.0,4.78,1.68
1,,223.64,0.05,11.82,16.99,0.8,6.98,8.9,2.85
1,,253.68,0.0,6.94,47.92,0.27,2.03,4.41,3.52
2,,230.31,0.0,2.79,60.08,0.2,0.61,1.54,2.6
1,,250.34,0.0,11.48,33.62,0.36,2.76,5.02,4.24
1,,243.66,0.0,4.71,49.35,0.53,4.83,5.61,0.78
1,,257.02,0.01,10.88,32.19,0.22,2.35,4.65,5.07
2,,236.99,0.0,4.28,65.8,0.46,1.25,2.83,8.49
1,,257.02,0.0,6.26,57.22,0.39,1.51,2.5,1.87
2,,260.35,0.0,12.0,25.03,0.92,13.56,17.79,0.25
1,,180.24,0.0,2.72,50.78,0.12,4.83,6.22,2.09
1,,253.68,0.0,6.6,41.84,1.07,8.78,9.53,0.63
1,,240.33,0.0,13.02,55.08,1.48,3.06,8.34,3.52
2,,226.97,0.0,0.41,94.41,0.38,0.5,1.96,0.0
1,,257.02,0.0,6.94,39.7,0.7,9.31,10.05,0.66
2,,253.68,0.0,1.76,94.41,1.36,12.26,14.79,0.0
2,,270.37,0.0,4.8,30.04,0.51,20.34,24.24,0.73
3,,320.44,0.0,8.91,34.69,0.97,28.1,32.97,1.84
1,,243.66,0.0,20.22,48.64,1.04,2.45,7.11,3.36
1,,240.33,0.0,7.8,41.13,0.17,1.53,3.1,5.51
1,,250.34,0.0,5.57,56.51,0.98,2.49,5.11,1.25
2,,220.3,0.0,3.9,32.54,0.29,10.99,13.71,0.6
2,,168.56,0.0,1.54,30.4,0.15,11.52,13.48,1.44
2,,223.64,0.0,0.75,87.26,0.51,0.7,2.73,0.0
1,,220.3,0.02,11.48,20.92,0.12,5.37,6.71,2.34
2,,317.1,0.0,8.14,50.78,1.15,18.75,22.62,0.74
1,,247.0,0.0,5.83,55.08,0.94,1.88,2.67,0.74
1,,240.33,0.0,2.68,42.92,0.21,6.14,8.73,0.64
3,,267.03,0.0,3.38,100.14,1.82,11.95,14.77,0.78
1,,195.27,0.0,5.23,26.82,0.21,6.15,9.23,0.67
1,,257.02,0.0,7.45,52.21,1.36,3.21,6.07,1.19
1,,287.06,0.01,25.71,31.47,0.85,4.16,6.6,23.31
1,,287.06,0.01,25.71,31.47,0.85,4.16,6.6,23.31
1,,240.33,0.0,10.71,50.07,0.73,2.12,6.4,4.31
2,,223.64,0.0,1.59,76.53,0.93,0.6,2.04,0.06
1,,247.0,0.0,4.16,57.94,0.51,2.99,4.18,1.3
1,,273.71,0.0,3.94,58.65,0.26,7.21,8.25,0.95
1,,206.95,0.0,3.09,59.37,0.75,6.26,6.68,2.88
1,,220.3,0.02,11.48,20.92,0.12,5.37,6.71,2.34
1,,200.27,0.01,4.84,21.46,0.27,6.34,7.91,0.59
1,,307.08,0.0,10.71,41.84,7.87,8.49,12.91,1.06
3,,327.11,0.0,2.1,103.0,0.76,19.77,21.69,1.06
1,,273.71,0.0,7.37,43.99,0.69,5.32,6.65,1.74
1,,250.34,0.03,18.68,21.82,1.34,4.6,5.57,0.68
1,,273.71,0.01,17.31,26.82,3.13,6.76,8.2,0.77
2,,323.77,0.0,15.77,26.82,2.41,13.55,15.02,1.06
1,,247.0,0.0,25.71,45.06,2.09,2.76,7.76,2.6
1,,257.02,0.0,11.48,30.4,0.87,5.28,6.06,1.25
2,,277.04,0.0,8.65,43.99,1.42,13.92,15.13,0.52
1,,208.62,0.02,9.17,23.25,0.75,5.05,6.43,2.85
1,,220.3,0.0,3.17,47.21,0.45,9.65,11.83,0.62
1,,213.62,0.0,3.68,55.08,0.32,5.9,7.48,7.54
1,,260.35,0.0,13.2,42.56,1.1,3.3,5.61,8.87
2,,226.97,0.0,0.91,82.25,0.3,0.6,2.19,1.03
1,,175.24,0.0,1.54,40.77,0.1,5.48,7.44,1.11
2,,186.92,0.0,3.98,52.21,0.47,14.55,19.31,4.12
1,,196.93,0.0,1.27,50.07,0.21,7.3,8.33,0.53
1,,208.62,0.0,2.46,47.21,0.17,6.38,8.35,0.11
2,,220.3,0.0,2.23,52.21,0.3,12.69,15.13,0.58
1,,250.34,0.0,14.74,52.93,3.67,3.67,9.1,4.43
1,,233.65,0.0,3.3,50.07,0.22,4.13,5.13,0.7
2,,300.41,0.0,7.37,37.19,0.76,18.29,21.32,0.85
1,,253.68,0.0,6.6,45.78,0.86,9.87,10.6,0.56
1,,191.93,0.0,3.56,29.68,0.13,6.55,8.28,0.3
2,,223.64,0.0,1.35,85.12,0.77,10.37,12.61,0.92
2,,178.58,0.0,2.04,80.82,0.32,3.4,3.71,2.53
2,,226.97,0.0,3.6,70.1,0.93,1.27,2.49,1.08
1,,253.68,0.0,14.74,27.9,1.52,5.33,6.45,0.94
3,,514.03,0.0,22.28,27.54,2.89,37.62,40.15,0.31
1,,253.68,0.0,7.2,43.27,0.25,1.61,2.93,4.18
2,,223.64,0.0,0.73,78.68,0.4,0.59,2.1,0.31
1,,183.58,0.0,5.18,31.83,0.11,3.75,5.3,1.24
1,,220.3,0.0,2.61,43.27,0.12,4.6,5.98,0.51
2,,270.37,0.0,8.23,38.62,1.3,10.5,11.37,0.45
1,,233.65,0.0,3.13,58.65,0.32,3.09,4.77,0.64
1,,233.65,0.0,3.77,55.79,0.17,0.66,1.47,1.69
2,,260.35,0.0,12.0,25.03,0.92,13.56,17.79,0.25
1,,240.33,0.0,7.8,41.13,0.17,1.53,3.1,5.51
1,,220.3,0.0,2.74,43.63,0.16,5.31,7.28,0.51
1,,236.99,0.0,4.33,54.36,0.55,5.59,6.29,0.8
3,,694.28,1.96,78.14,5.45,10.49,36.68,42.3,2.57
2,,287.06,0.0,15.42,36.48,6.02,18.32,21.59,7.16
1,,267.03,0.0,8.65,35.05,0.66,9.72,10.59,0.48
1,,240.33,0.0,12.51,45.78,0.68,1.99,6.18,4.5
1,,263.69,0.0,10.63,34.69,0.16,1.98,3.45,2.06
1,,230.31,0.0,14.05,42.92,0.6,1.64,5.76,3.52
2,,220.3,0.0,3.26,31.83,0.28,14.13,16.65,0.45
1,,267.03,0.0,15.08,25.75,2.18,8.19,9.65,0.55
1,,303.75,0.01,15.59,31.47,0.41,3.22,4.31,1.92
3,,263.69,0.01,9.85,27.54,1.04,30.14,32.49,1.88
1,,230.31,0.0,2.91,51.5,1.09,0.79,1.81,0.69
1,,233.65,0.0,3.6,50.78,0.51,8.12,8.81,0.52
1,,277.04,0.01,12.17,28.61,0.24,3.04,5.06,2.34
3,,480.65,0.26,27.08,17.17,2.65,35.78,39.98,1.17
1,,206.95,0.01,5.83,23.25,0.33,6.9,10.17,1.2
1,,243.66,0.0,6.0,58.65,0.46,2.03,3.74,6.9
3,,283.72,0.0,6.08,44.35,0.52,26.22,29.17,0.5
1,,243.66,0.0,10.88,32.19,0.8,4.08,4.89,1.06
1,,205.28,0.0,4.76,33.62,0.15,9.53,14.26,1.24
2,,223.64,0.0,0.62,84.4,0.44,0.64,2.43,0.06
1,,185.25,0.0,3.17,27.9,0.13,6.18,8.81,0.71
1,,337.12,0.0,34.96,36.12,9.18,8.32,14.57,1.71
1,,236.99,0.0,4.67,53.64,0.57,5.79,6.51,0.84
2,,226.97,0.0,1.67,67.23,0.27,0.66,1.94,2.47
2,,260.35,0.0,5.83,41.13,0.77,10.92,11.97,0.64
1,,236.99,0.0,3.56,57.94,0.2,0.93,1.97,3.07
1,,236.99,0.0,2.79,54.36,0.25,4.3,5.17,1.36
2,,323.77,0.0,15.77,26.82,2.41,13.55,15.02,1.06
3,,297.07,0.02,9.77,16.27,1.16,36.49,43.0,2.06
1,,240.33,0.0,7.8,40.05,0.12,1.49,2.94,6.9
2,,383.85,0.07,31.87,15.91,4.29,20.11,23.81,1.63
3,,323.77,0.02,12.51,18.24,0.57,29.8,34.13,0.98
2,,213.62,0.0,1.82,63.66,0.49,8.19,10.09,0.41
2,,236.99,0.0,4.76,60.08,0.83,1.59,2.86,0.93
2,,273.71,0.0,2.79,80.11,1.09,20.53,24.01,0.91
2,,220.3,0.0,2.49,65.8,0.81,0.5,0.88,0.93
1,,230.31,0.0,9.0,50.07,1.45,2.12,5.85,2.82
1,,260.35,0.02,16.62,26.82,0.77,2.93,6.51,2.72
3,,250.34,0.0,5.14,51.5,0.59,31.14,36.42,5.0
1,,253.68,0.0,5.66,41.13,0.71,7.1,7.89,1.12
2,,233.65,0.0,3.51,61.51,0.65,0.75,1.62,1.69
1,,236.99,0.0,4.41,49.35,0.55,7.55,8.22,0.5
3,,337.12,0.01,15.77,21.82,0.81,29.78,34.01,0.71
3,,283.72,0.0,8.14,41.13,1.37,26.36,31.25,5.19
2,,250.34,0.0,6.77,62.23,0.6,1.94,3.38,2.91
1,,263.69,0.0,8.57,30.76,0.97,7.7,8.75,1.08
1,,178.58,0.01,4.37,26.46,0.11,3.93,5.39,0.96
2,,198.6,0.0,4.28,52.93,0.78,13.61,17.84,4.62
2,,223.64,0.0,4.67,78.68,0.39,1.32,6.26,2.41
2,,233.65,0.0,3.04,60.8,0.36,3.05,5.04,0.7
1,,257.02,0.0,7.71,56.51,0.72,2.04,3.79,2.47
1,,257.02,0.0,9.25,31.11,1.01,7.51,8.37,1.09
2,,220.3,0.0,3.13,72.24,1.03,1.6,3.29,0.62
1,,233.65,0.0,3.98,55.08,0.48,4.82,5.51,0.82
2,,263.69,0.0,2.27,80.11,0.75,21.76,24.63,0.93
2,,236.99,0.0,2.64,81.54,0.66,1.07,2.44,2.41
2,,233.65,0.0,9.25,60.8,3.16,17.76,20.12,1.2
1,,198.6,0.0,2.14,41.84,0.17,9.37,11.45,0.58
1,,263.69,0.0,7.71,52.93,0.37,1.96,3.02,2.28
2,,236.99,0.0,4.28,65.8,0.46,1.25,2.83,8.49
1,,198.6,0.03,6.34,16.63,0.12,8.86,11.3,0.96
1,,236.99,0.0,14.74,51.5,0.56,1.99,6.69,4.37
2,,223.64,0.0,8.48,76.53,1.21,6.39,6.92,6.08
1,,205.28,0.0,4.76,34.69,0.29,7.16,9.28,0.33
1,,243.66,0.0,5.1,52.21,0.16,1.0,2.04,1.84
4,,514.03,0.81,33.59,4.74,4.47,67.99,73.32,4.05
2,,206.95,0.0,1.95,28.61,0.07,12.14,15.58,0.42
1,,236.99,0.0,5.91,42.56,0.14,1.17,2.62,5.0
1,,226.97,0.0,1.5,48.64,0.14,9.91,15.34,0.7
2,,226.97,0.0,1.19,81.54,0.39,0.5,1.62,0.74
2,,226.97,0.0,1.52,85.12,0.42,0.57,1.82,1.36
1,,277.04,0.03,22.96,14.66,2.53,4.75,7.61,1.58
1,,257.02,0.0,5.57,44.35,0.78,9.39,10.34,0.93
1,,233.65,0.0,5.01,44.7,0.57,10.0,12.65,2.12
2,,263.69,0.0,8.48,25.39,0.38,11.23,12.19,0.61
1,,247.0,0.0,4.8,54.36,0.2,1.07,2.03,1.6
1,,230.31,0.0,2.14,41.13,0.18,8.63,11.96,0.57
2,,223.64,0.0,1.65,74.39,0.64,0.5,1.48,0.6
1,,250.34,0.0,6.34,47.92,1.07,8.29,9.04,0.52
2,,323.77,0.02,17.99,23.96,1.62,10.75,14.34,3.07
2,,290.39,0.01,13.71,20.92,0.92,14.19,17.43,0.94
2,,253.68,0.01,4.84,25.39,0.21,12.47,14.02,1.19
2,,343.8,0.16,22.62,19.31,2.33,10.12,13.24,1.09
2,,267.03,0.18,10.97,9.21,0.61,21.64,26.22,1.49
2,,257.02,0.0,7.71,61.51,1.01,2.22,3.46,2.91
1,,243.66,0.0,5.23,48.64,0.67,8.97,9.68,0.53
3,,327.11,0.0,14.22,32.9,2.09,34.91,39.84,1.52
1,,233.65,0.0,12.85,51.5,0.57,2.09,6.76,4.75
2,,230.31,0.0,1.93,64.37,0.16,2.38,3.84,1.22
2,,208.62,0.0,3.81,25.39,0.33,11.2,15.61,0.53
1,,230.31,0.0,2.08,56.51,0.19,3.17,4.55,0.38
1,,226.97,0.0,7.71,34.69,0.6,2.82,3.45,1.38
1,,260.35,0.0,9.34,37.91,0.16,1.74,3.11,2.34
2,,230.31,0.0,1.97,38.98,0.11,10.94,14.26,0.33
2,,220.3,0.0,3.26,31.83,0.28,14.13,16.65,0.45
2,,240.33,0.0,4.5,70.1,1.51,2.01,4.18,0.94
3,,313.76,0.01,14.74,22.71,1.04,38.14,41.64,0.74
1,,230.31,0.0,2.59,37.55,0.23,9.6,12.94,0.55
2,,236.99,0.0,5.23,72.96,1.49,1.76,3.13,1.49
1,,233.65,0.0,2.36,52.21,1.19,0.84,1.69,0.86
1,,230.31,0.0,1.99,41.13,0.13,7.16,10.1,0.47
2,,327.11,0.0,15.42,27.54,1.64,14.08,15.34,0.86
1,,233.65,0.0,4.58,51.5,0.13,0.89,1.96,2.88
3,,216.96,0.0,0.95,100.14,1.65,11.12,11.7,0.0
1,,233.65,0.0,3.13,58.65,0.32,3.09,4.77,0.64
1,,233.65,0.0,3.64,43.27,0.22,5.64,6.34,0.75
1,,263.69,0.0,9.08,56.51,0.48,2.23,4.26,6.33
1,,216.96,0.0,2.49,39.7,0.12,6.08,8.93,0.62
2,,273.71,0.0,3.04,47.92,0.41,11.95,13.42,0.4
1,,253.68,0.0,6.34,42.56,0.92,9.44,10.17,0.69
2,,208.62,0.0,5.74,84.4,0.72,5.15,5.79,6.21
1,,195.27,0.0,5.23,26.82,0.21,6.15,9.23,0.67
1,,327.11,0.01,15.25,41.49,0.6,4.96,7.13,2.5
2,,230.31,0.0,1.74,68.67,0.37,14.96,17.16,0.85
2,,247.0,0.01,8.14,23.96,0.72,13.45,15.21,0.52
1,,257.02,0.0,6.26,57.22,0.39,1.51,2.5,1.87
1,,175.24,0.0,1.54,40.77,0.1,5.48,7.44,1.11
